In school in 2024/2025,Offer Class Trip,School,Grades,Address,Principal,Phone,E-Mail,Family of School,KM's to School,E-mail x-mas kick off,Offer Weekly,Contacted,District,emailed re class trips,Email,VP,Unnamed: 8,Emailed,Follow up email,2025 outreach,Phoned,Booked,2025 outreach - class trip,2024 EOY Event,Unnamed: 0,__full_addr__,lat,lon,Status
,,Atlantic View Elementary School,,"3391 Lawrencetown Rd, Lawrencetown, NS B2Z 1R5",Carole DesBarres,(902) 464-5245,,,,2024-11-13 0:00:00,,,HRCE,2025-03-28,cdesbarres@hrce.ca,Lisa Nicholson,,2024-08-22,Sept 12,,,,,,,"3391 Lawrencetown Rd, Lawrencetown,, Nova Scotia B2Z 1R5, Canada",44.6691784,-63.3760702,none
y,,Basinview Drive Elementary School,,"273 Basinview Dr, Bedford, NS B4A 3X8",Tom Cleary,832-8450,,,,X,,,HRCE,,bdcs@hrce.ca,Chris Dawson,,2024-08-22,Sept 12,,,Fall 24,,,,"273 Basinview Dr, Bedford,, Nova Scotia B4A 3X8, Canada",44.7239052,-63.6788149,recent
,,Beaver Bank-Kinsac Elementary School,,"28 Kinsac Rd, Beaver Bank, NS B4G 1C5",Kelly Clarke,864-6805,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,kclarke@hrce.ca,Amanda Frost,,2024-08-22,Sept 12,,,,,,,"28 Kinsac Rd, Beaver Bank,, Nova Scotia B4G 1C5, Canada",44.8494617,-63.6837183,none
,,Beaver Bank-Monarch Drive Elementary School,,"38 Monarch Dr, Beaver Bank, NS B4E 3A5",Lisa Taylor,864-7540,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,ltaylor@hrce.ca,Chelsea Foley,,2024-08-22,Sept 12,,,,,,,"38 Monarch Dr, Beaver Bank,, Nova Scotia B4E 3A5, Canada",44.8114204,-63.6810278,none
,,Bedford South School,,"2 Oceanview Dr, Bedford, NS B4A 4J6",Tracy Foster,832-5800,,,,2024-11-13 0:00:00,,,HRCE,2025-03-28,bedfords@hrce.ca,Shauna Boudreau,,2024-08-22,Sept 12,,,,,,,"2 Oceanview Dr, Bedford,, Nova Scotia B4A 4J6, Canada",44.7076797,-63.6786305,recent
,,Bel Ayr Elementary School,,"4 Bell St, Dartmouth, NS B2W 2P3",Shawn Marsh,435-8353,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,smarsh@hrce.ca,Karin Hendren,,2024-08-22,Sept 12,,,,,,,"4 Bell St, Dartmouth,, Nova Scotia B2W 2P3, Canada",44.6758922,-63.5065881,none
,,Bell Park Academic Centre,,"4 Thomas St, Lake Echo, NS B3E 1M6",Tara Rutledge,829-2388,,,,2024-11-13 0:00:00,,,HRCE,2025-03-28,bpac@hrsb.ns.ca,Angela MacNeil,,2024-08-22,Sept 12,,,,,,,"4 Thomas St, Lake Echo,, Nova Scotia B3E 1M6, Canada",44.7332867,-63.4039255,none
,,Bicentennial School,,"85, NS-322, Dartmouth, Nova Scotia, B3A 1T9, Canada",Trevor McGowan,464-2094,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,tmcgowan@hrce.ca,William Hughes,,2024-08-22,Sept 12,,,,,,,"85, NS-322, Dartmouth, Nova Scotia, B3A 1T9, Canada",44.6705481,-63.5706915,none
,,BLT Jr.,,"22 James St B3T 1G9, Timberlea, NS",Albert Williams,876-3236,,,,2024-11-13 0:00:00,,,HRCE,2025-03-28,bltjr@hrce.ca,Cali Huczel,,2024-08-22,Sept 12,,,,,,,"22 James St B3T 1G9, Timberlea,, Nova Scotia, Canada",44.65782,-63.7417051,none
,,BLT Sr.,,"24 James St, Timberlea, NS B3T 1H6",Craig Myra,876-3230,,,,2024-11-13 0:00:00,,,HRCE,2025-03-28,blt@hrce.ca,Tracy Quinn,,2024-08-22,Sept 12,,,,,,,"24 James St, Timberlea,, Nova Scotia B3T 1H6, Canada",44.657325,-63.7425717,none
,,Brookhouse Elementary School,,"15 Christopher Ave, Dartmouth, NS B2W 1W9",Tyler Rutledge,435-8318,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,bes@hrce.ca,Ms Muzzerall,,2024-08-22,Sept 12,,,,,,,"15 Christopher Ave, Dartmouth,, Nova Scotia B2W 1W9, Canada",44.67988,-63.5204085,recent
,,Burton Ettinger School,,"52 Alex St, Halifax, NS B3N 2W4",Janice Graham,457-8922,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,Jgraham@hrce.ca,Stephanie Kenney,,2024-08-22,Sept 12,,,,,,,"52 Alex St, Halifax,, Nova Scotia B3N 2W4, Canada",44.6520481,-63.6371519,none
,,Caldwell Road Elementary School,,"280 Caldwell Road, Dartmouth, Nova Scotia, Canada",Mamoona Brace,462-6010,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,MBrace@hrce.ca,Kim Stobo,,2024-08-22,Sept 12,,,,,,,"280 Caldwell Road, Dartmouth, Nova Scotia, Canada",44.66145149,-63.49139064,none
y,,Caudle Park Elementary School,,"35 McGee Dr, Lower Sackville, NS B4C 2J1",Emilie Tsirigotis,864-6864,,,,X,,,HRCE,,etsirigotis@hrce.ca,Eleanor Sperry,,2024-08-22,,,,Fall 24,,,,"35 McGee Dr, Lower Sackville,, Nova Scotia B4C 2J1, Canada",44.7655337,-63.6624434,recent
,,Cavalier Drive School,,"116 Cavalier Dr, Lower Sackville, NS B4C 3L9",Neil Daigle,864-7524,,,,2024-11-12 0:00:00,,,HRCE,,ndaigle@hrce.ca,Lynn Doyle,,2024-08-22,Sept 12,,,,,,,"116 Cavalier Dr, Lower Sackville,, Nova Scotia B4C 3L9, Canada",44.7779245,-63.6630135,recent
y,,Central Spryfield School,,"364 Herring Cove Rd, Halifax, NS B3R 1V8",Karen Muldowney Doran,(902) 479-4286,,,,2024-11-13 0:00:00,,,HRCE,,kmuldowney-doran@hrce.ca,Marianne Wyllie,,2024-08-22,Sept 12,,Sept 16,,,,,"364 Herring Cove Rd, Halifax,, Nova Scotia B3R 1V8, Canada",44.612076,-63.6164696,recent
y,,Chebucto Heights Elementary School,,"230 Cowie Hill Rd, Halifax, NS B3P 2M3",Nancy Bradfield,479-4298,,,,X,,,HRCE,,nbradfield@hrce.ca,Cynthia Rigby,,2024-08-22,,,,Fall 24,,,,"230 Cowie Hill Rd, Halifax,, Nova Scotia B3P 2M3, Canada",44.6290354,-63.6227429,recent
y,,Colby Village Elementary School,,"92 Colby Drive, Dartmouth, Nova Scotia, Canada",Robert Caume,464-5152,,,,X,,,HRCE,,rcaume@hrce.ca,Naomi Kelloway,,2024-08-22,,,,Fall 24,,,,"92 Colby Drive, Dartmouth, Nova Scotia, Canada",44.66659165,-63.48440602,recent
,,Colonel John Stuart Elementary School,,"5 John Stewart Drive, Dartmouth, Nova Scotia, Canada",Angela Thorpe,464-5200,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,ThorpeA@hrce.ca,Devin Ashley,,2024-08-22,Sept 12,,,,,,,"5 John Stewart Drive, Dartmouth, Nova Scotia, Canada",44.67414615,-63.47822806,none
y,,Crichton Park School,,"49 Lyngby Ave, Dartmouth, NS B3A 3V1",Suzanne Hawkes,464-2503,,,,X,,,HRCE,,crichton@hrce.ca,Tracy Macdonald,,2024-08-22,Sept 12,,,Fall 24,,,,"49 Lyngby Ave, Dartmouth,, Nova Scotia B3A 3V1, Canada",44.68356,-63.5643618,recent
,,Dartmouth South Academy,,"111 Prince Arthur Ave, Dartmouth, NS B2Y 0C5",Adrienne Blumenthal,464-2081,,,,2024-11-13 0:00:00,,,HRCE,2025-03-28,ABlumenthal@hrsb.ca,Susan Aucoin/Ashley Grant,,2024-08-22,Sept 12,,,,,,,"111 Prince Arthur Ave, Dartmouth,, Nova Scotia B2Y 0C5, Canada",44.6632694,-63.5462816,none
,,Duc d'Anville Elementary School,,"12 Clayton Park Dr, Halifax, NS B3M 1L3",Amy Weedon,457-8940,,,,2024-11-13 0:00:00,,,HRCE,2025-03-28,aweedon@hrce.ca,Janet Roy,,2024-08-22,Sept 12,,,,,,,"12 Clayton Park Dr, Halifax,, Nova Scotia B3M 1L3, Canada",44.662768,-63.6446122,none
,,Dutch Settlement Elementary School,,"990 Highway 277, Dutch Settlement, Nova Scotia B2S 2J6, Canada",Tina Richard,,,,,2024-11-13 0:00:00,,,HRCE,2025-03-28,crichard@hrce.ca,Heather Harnish,,2024-08-22,Sept 12,,,,,,,"990 Highway 277, Dutch Settlement, Nova Scotia B2S 2J6, Canada",44.9915118,-63.4396746,none
,,East St. Margarets Elementary School,,"8671 Peggys Cove Rd, Indian Harbour, NS B3Z 3P5",David O'Brien,823-2463,,,,2024-11-13 0:00:00,,,HRCE,2025-03-28,dobrien@hrce.ca,,,2024-08-22,Sept 12,,,,,,,"8671 Peggys Cove Rd, Indian Harbour,, Nova Scotia B3Z 3P5, Canada",44.5220577,-63.9353272,none
,,Elizabeth Sutherland School,,"66 Rockingstone Rd, Halifax, NS B3R 2C9",Sara Walker,479-4427,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,swalker@hrce.ca,Craig Nelson,,2024-08-22,Sept 12,,,,,,,"66 Rockingstone Rd, Halifax,, Nova Scotia B3R 2C9, Canada",44.6044231,-63.6175907,none
,,Fairview Heights School,,"210 Coronation Avenue, Halifax, NS, B3N 2Y3",Shauna MacMullin,457-8953,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,smacmullin@hrce.ca,Chris Heisler,,2024-08-22,Sept 12,,,,,,,"210 Coronation Avenue, Halifax,, Nova Scotia, B3N 2Y3, Canada",44.6503331,-63.6484402,none
,,George Bissett Elementary School,,"170 Arklow Drive, Dartmouth, Nova Scotia, Canada",Jimmy Hurley,464-5184,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,jhurley@hrce.ca,Heather Conrad,,2024-08-22,Sept 12,,,,,,,"170 Arklow Drive, Dartmouth, Nova Scotia, Canada",44.67837825,-63.48597234,none
,,Grosvenor-Wentworth Park Elementary School,,"4 Downing St, Halifax, NS B3M 2G4",Brendan MacGillivray,,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,bmacgillivray@hrce.ca,Ashley Matthews,,2024-08-22,Sept 12,,,,,,,"4 Downing St, Halifax,, Nova Scotia B3M 2G4, Canada",44.6861686,-63.6692795,none
,,Hammonds Plains Consolidated School,,"2180 Hammonds Plains Rd, Hammonds Plains, NS B4B 1M5",Lynn Corkum,832-8412,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,lcorkum@hrce.ca,Andrea Marsman,,2024-08-22,Sept 12,,,,,,,"2180 Hammonds Plains Rd, Hammonds Plains,, Nova Scotia B4B 1M5, Canada",44.7337558,-63.7905261,none
,,Harbour View Elementary School,,"25 Alfred Street, Dartmouth, Halifax Regional Municipality, Nova Scotia, Canada",Dan Fournier,,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,dfournier@hrce.ca,Kim Roberts,,2024-08-22,Sept 12,,,,,,,"25 Alfred Street, Dartmouth, Halifax Regional Municipality, Nova Scotia, Canada",44.6809291,-63.5901507,none
y,,Harrietsfield Elementary School,,"1150 Old Sambro Rd, Harrietsfield, NS B3V 1B1",Paula Little,479-4230,,,,2024-11-12 0:00:00,,,HRCE,,PLittle@hrce.ca,Julie Welsh,,2024-08-22,Sept 12,,,,,,,"1150 Old Sambro Rd, Harrietsfield,, Nova Scotia B3V 1B1, Canada",44.5689399,-63.6342696,recent
,,Harry R. Hamilton Elementary School,,"40 Hamilton Dr, Middle Sackville, NS B4E 0S6",Jennifer Cholock-Whitty,864-6815,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,JCholock-Whitty@hrce.ca,Kara MacGillivray,,2024-08-22,Sept 12,,,,,,,"40 Hamilton Dr, Middle Sackville,, Nova Scotia B4E 0S6, Canada",44.7984308,-63.7287129,none
,,Hawthorn Elementary School,,"10 Hawthorne St, Dartmouth, NS B2Y 2Y3",Anne Gourlay,464-2048,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,agourlay@hrce.ca,Candice Bambury,,2024-08-22,Sept 12,,,,,,,"10 Hawthorne St, Dartmouth,, Nova Scotia B2Y 2Y3, Canada",44.669921,-63.5599328,none
,,Hillside Park Elementary School,,"15 Hillside Ave, Lower Sackville, NS B4C 1W6",Jacqulyn Reid,864-6873,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,jacqulyn.reid@hrce.ca,Emily Ripley Davis,,2024-08-22,Sept 12,,,,,,,"15 Hillside Ave, Lower Sackville,, Nova Scotia B4C 1W6, Canada",44.7588318,-63.6632854,recent
,,Holland Road Elementary School,,"181 Holland Rd, Fletchers Lake, NS B2T 1A1",Kellie West,860-4170,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,kwest@hrce.ca,Diana Trider,,2024-08-22,Sept 12,,,,,,,"181 Holland Rd, Fletchers Lake,, Nova Scotia B2T 1A1, Canada",44.8426822,-63.6005707,none
y,,Horizon Elementary School,,"168 Redoubt Way, Eastern Passage, NS B3G 1E4",Nancy Liberatore,(902) 465-8651,,,,2024-11-12 0:00:00,,,HRCE,,nliberatore@hrce.ca,Lisa Greenwood,,2024-08-22,Sept 12,,,,,,,"168 Redoubt Way, Eastern Passage,, Nova Scotia B3G 1E4, Canada",44.6068861,-63.477235,recent
,,Humber Park Elementary School,,"5 Smallwood Ave, Lake Loon, NS B2W 3R6",Carmel Mitchell,464-5177,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,Carmel.Mitchell@hrce.ca,Latia Dunn,,2024-08-22,Sept 12,,,,,,,"5 Smallwood Ave, Lake Loon,, Nova Scotia B2W 3R6, Canada",44.7049885,-63.4950535,none
,,Ian Forsyth Elementary School,,"22 Glencoe Dr, Dartmouth, NS B2X 1J1",Angela Yerxa-Weeks,435-8435,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,ayerxa@hrce.ca,Tracey Johnson,,2024-08-22,Sept 12,,,,,,,"22 Glencoe Dr, Dartmouth,, Nova Scotia B2X 1J1, Canada",44.6940875,-63.5387015,none
,,Inglis Street Elementary School,,"5985 Inglis St, Halifax, NS B3H 1K7",Matthew Hartlen,421-6767,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,hartlenm@hrce.ca,Becky Campbell,,2024-08-22,Sept 12,,,,,,,"5985 Inglis St, Halifax,, Nova Scotia B3H 1K7, Canada",44.633207,-63.5829447,none
,,John MacNeil Elementary School,,"62 Leaman Dr, Dartmouth, NS B3B 1X6",Jan Gillespie,464-2488,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,jgillespie@hrce.ca,Neil Finley,,2024-08-22,Sept 12,,,,,,,"62 Leaman Dr, Dartmouth,, Nova Scotia B3B 1X6, Canada",44.6905769,-63.5819608,none
,,John W. MacLeod,,"1511 Purcells Cove Rd, Halifax, NS B3P 1B7",Tracy Marchand,479-4437,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,tmarchand@hrce.ca,Denise Jarvis,,2024-08-22,Sept 12,,,,,,,"1511 Purcells Cove Rd, Halifax,, Nova Scotia B3P 1B7, Canada",44.6301835,-63.6096651,none
,,Joseph Giles Elementary School,,"54 Gregory Dr, Dartmouth, NS B2W 3M6",John Fry,464-5192,,,,,,,HRCE,,jfry@hrce.ca,Venessa Ewing,,2024-08-22,Sept 12,,Not interested,,,,,"54 Gregory Dr, Dartmouth,, Nova Scotia B2W 3M6, Canada",44.6848093,-63.4952745,none
,,Joseph Howe Elementary School,,"2557 Maynard St, Halifax, NS B3K 3V6",Michael MacDonald,,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,michaelmacdonald@hrce.ca,Phillip Thomas,,2024-08-22,Sept 12,,,,,,,"2557 Maynard St, Halifax,, Nova Scotia B3K 3V6, Canada",44.6558684,-63.5915954,none
,,Kingswood Elementary School,,"34 Vrege Ct, Hammonds Plains, NS B4B 1E9",Andrea Briand,832-5522,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,abriand@hrce.ca,Martha Walsh,,2024-08-22,Sept 12,,,,,,,"34 Vrege Ct, Hammonds Plains,, Nova Scotia B4B 1E9, Canada",44.7222673,-63.7416094,none
,,LeMarchant-St. Thomas,,"6141 Watt St, Halifax, NS B3H 2B7",Moira Cavanaugh,421-6769,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,mcavanaugh@hrce.ca,Gabe Rose,,2024-08-22,Sept 12,,,,,,,"6141 Watt St, Halifax,, Nova Scotia B3H 2B7, Canada",44.6413113,-63.5921224,none
,,Marine Drive Academy (Sheet Harbour),,"479 Church Point Rd, Sheet Harbour, NS B0J 3B0",A Verge,(902) 885-2777,,,,x,,,HRCE,2025-03-28,vergea@hrce.ca,A Smith,,2024-08-22,Sept 12,,,,,,,"479 Church Point Rd, Sheet Harbour,, Nova Scotia B0J 3B0, Canada",44.9184057,-62.518821,none
,,Michael Wallace,,"24 Andover St, Dartmouth, NS B2X 2L9",Stephanie Lockhart,435-8357,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,slockhart@hrce.ca,,,2024-08-22,Sept 12,,,,,,,"24 Andover St, Dartmouth,, Nova Scotia B2X 2L9, Canada",44.7024439,-63.5518205,none
,,Millwood Elementary School,,"190 Beaver Bank Cross Road, Middle Sackville, NS B4E 1K5",Michelle Andrews,902 864-7510,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,mandrews@hrce.ca,Christine Richardson,,2024-08-22,Sept 12,,,,,,,"190 Beaver Bank Cross Road, Middle Sackville,, Nova Scotia B4E 1K5, Canada",44.7881797,-63.7045566,none
,,Mount Edward Elementary School,,"3 Windward Ave, Dartmouth, NS B2W 3K9",Lori Bartkiw,435-8459,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,lbartkiw@hrce.ca,Cindy Coffin Were,,2024-08-22,Sept 12,,,,,,,"3 Windward Ave, Dartmouth,, Nova Scotia B2W 3K9, Canada",44.6839088,-63.5130005,none
,,Musquodoboit Valley Education Centre,,"12046 NS-224, Middle Musquodoboit, NS B0N 1X0",Troy Smith,,,,,x,,,HRCE,2025-03-28,tsmith@hrce.ca,Andrea MacAulay,,2024-08-22,Sept 12,,,,,,,"12046, Nova Scotia-224, Middle Musquodoboit,, Nova Scotia B0N 1X0, Canada",45.0437052,-63.148258,none
,,Nelson Whynder Elementary School,,"979 N Preston Rd, North Preston, NS B2Z 1A2",April Desmon,,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,ADesmond@hrce.ca,Christian Head,,2024-08-22,Sept 12,2025-01-14,,,,,,"979 N Preston Rd, North Preston,, Nova Scotia B2Z 1A2, Canada",44.7428304,-63.4641622,none
,,O'Connell Drive Elementary School,,"40 O'Connell Dr, Porters Lake, NS B3E 1E8",Dave Emin,827-4112,,,,2024-11-13 0:00:00,,,HRCE,2025-03-28,demin@hrce.ca,Marlene Nolet,,2024-08-22,Sept 12,2025-01-14,,,,,,"40 O'Connell Dr, Porters Lake,, Nova Scotia B3E 1E8, Canada",44.7359094,-63.3217112,none
,,Ocean View Elementary School,,"51 Oceanview School Rd, Eastern Passage, NS B3G 1J3",Andrea Temple,465-8670,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,atemple@hrce.ca,Keri McLeod,,2024-08-22,Sept 12,2025-01-14,,,,,,"51 Oceanview School Rd, Eastern Passage,, Nova Scotia B3G 1J3, Canada",44.6089709,-63.4763132,none
,,Oldfield Consolidated School,,"72 Halls Rd, Enfield, NS B2T 1C4",Aaron Cannon,883-3010,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,acannon@hrce.ca,Marsha Donahoe,,2024-08-22,Sept 12,2025-01-14,,,,,,"72 Halls Rd, Enfield,, Nova Scotia B2T 1C4, Canada",44.9263076,-63.5413652,none
,,Oxford School,,"6364 North St, Halifax, NS B3L 1P6",Ryan Lamont,421-6763,,,,2024-11-13 0:00:00,,,HRCE,2025-03-28,jlamont@hrce.ca,Roslyn Young,,2024-08-22,Sept 12,2025-01-14,,,,,,"6364 North St, Halifax,, Nova Scotia B3L 1P6, Canada",44.6497434,-63.6013336,none
,,Oyster Pond Academy,,"10583 Highway 7, Jeddore Oyster Ponds, Nova Scotia, Canada",Robin Legge,889-4300,,,,x,,,HRCE,2025-03-28,rlegge@hrce.ca,Kelly Hale,,2024-08-22,Sept 12,,,,,,,"10583 Highway 7, Jeddore Oyster Ponds, Nova Scotia, Canada",44.78100137,-62.99837213,none
EOY Show 2024,,Park West School,,"206 Langbrae Dr, Halifax, NS B3S 1L5",Benedette Anyanwu,457-7800,,,,2024-11-13 0:00:00,,,HRCE,,banyanwu@hrce.ca,Andrew Stone/Abby Ferguson,,2024-08-22,Sept 12,2025-01-14,,,,,,"206 Langbrae Dr, Halifax,, Nova Scotia B3S 1L5, Canada",44.6671989,-63.668011,none
,,Porters Lake Elementary School,,"40 Inspiration Dr, Porters Lake, NS B3E 0A6",Tina Waterhouse-Campbell,827-2525,,,,2024-11-13 0:00:00,,,HRCE,2025-03-28,twaterhouse-campbell@hrce.ca,N. MacDonald,,2024-08-22,Sept 12,,,,,,,"40 Inspiration Dr, Porters Lake,, Nova Scotia B3E 0A6, Canada",44.7358615,-63.2852058,none
EOY Show 2024,,Portland Estates Elementary School,,"45 Portland Hills Dr, Dartmouth, NS B2W 6L5",Louise Henman-Poirier,433-7100,,,,2024-11-12 0:00:00,,,HRCE,,lhpoirier@hrce.ca,Jaqueline Broussard,,2024-08-22,Sept 12,2025-01-14,,,,,,"45 Portland Hills Dr, Dartmouth,, Nova Scotia B2W 6L5, Canada",44.6649644,-63.5132105,none
y,,Prospect Road Elementary School,,"2199 Prospect Rd, Hatchet Lake, NS B3T 1R7",Kim Michaud,852-2441,,,,2024-11-13 0:00:00,,,HRCE,,kmichaud@hrce.ca,Malena Matthews,,2024-08-22,Sept 12,,,,,,,"2199 Prospect Rd, Hatchet Lake,, Nova Scotia B3T 1R7, Canada",44.5642726,-63.7301591,recent
,,Robert Kemp Turner Elementary School,,"141 Circassion Drive, Dartmouth, Nova Scotia, Canada",Becky Stickings,464-5205,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,rstickings@hrce.ca,,,2024-08-22,Sept 12,2025-01-14,,,,,,"141 Circassion Drive, Dartmouth, Nova Scotia, Canada",44.68028786,-63.49650876,none
,,Rockingham Elementary School,,"31 Tremont Dr, Halifax, NS B3M 1X8",Rosie Bona,457-8986,,,,2024-11-13 0:00:00,,,HRCE,2025-03-28,rbona@hrce.ca,Sarah Parker,,2024-08-22,Sept 12,2025-01-14,,,,,,"31 Tremont Dr, Halifax,, Nova Scotia B3M 1X8, Canada",44.6770547,-63.6539542,none
,,Rockingstone Heights School,,"1 Regan Dr, Halifax, NS B3R 2J1",Michael Corbett,479.4452,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,mcorbett@hrce.ca,Kimberly Best-Janes,,2024-08-22,Sept 12,2025-01-14,,,,,,"1 Regan Dr, Halifax,, Nova Scotia B3R 2J1, Canada",44.5977472,-63.6158747,none
,,Rocky Lake Elementary,,"426 Rocky Lake Dr, Bedford, Nova Scotia, B4A 2Y9, Canada",Ivan Skeete,(902) 832-8907,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,iskeete@hrce.ca,Heather Day,,2024-08-22,Sept 12,2025-01-14,,,,,,"426 Rocky Lake Dr, Bedford, Nova Scotia, B4A 2Y9, Canada",44.7411265,-63.6447092,none
,,Ross Road School,,"336 Ross Rd, Westphal, NS B2Z 1H2",Kim LeBlanc,462-8340,,,,2024-11-13 0:00:00,,,HRCE,2025-03-28,kleblanc@hrce.ca,Alana Conrad,,2024-08-22,Sept 12,2025-01-14,,,,,,"336 Ross Rd, Westphal,, Nova Scotia B2Z 1H2, Canada",44.6896895,-63.4521855,none
,,Sackville Heights Elementary School,,"1225 Old Sackville Rd, Middle Sackville, NS B4E 3A6",Rachael Webster,869-4700,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,rwebster@hrce.ca,Lisa Gray,,2024-08-22,Sept 12,2025-01-14,,,,,,"1225 Old Sackville Rd, Middle Sackville,, Nova Scotia B4E 3A6, Canada",44.7815609,-63.7148559,none
,,Saint Mary's,,"5614 Morris St, Halifax, NS B3J 0A7",Katrina Longard,421-6749,,,,2024-11-13 0:00:00,,,HRCE,2025-03-28,klongard@hrce.ca,,,2024-08-22,Sept 12,2025-01-14,,,,,,"5614 Morris St, Halifax,, Nova Scotia B3J 0A7, Canada",44.6401102,-63.5762249,none
,,Sambro Elementary School,,"3725 Old Sambro Rd, Sambro, NS B3V 1G1",Colette Strome,868-2296,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,cstrome@hrce.ca,admin: Tracy Macdonald,,2024-08-22,Sept 12,,,,,,,"3725 Old Sambro Rd, Sambro,, Nova Scotia B3V 1G1, Canada",44.4773845,-63.6053275,none
,,Seaside Elementary School,,"1881 Caldwell Rd, Eastern Passage, NS B3G 1J3",R Rossi,465-7600,,,,2024-11-13 0:00:00,,,HRCE,2025-03-28,rrossi@hrce.ca,L Sim,,2024-08-22,Sept 12,,,,,,,"1881 Caldwell Rd, Eastern Passage,, Nova Scotia B3G 1J3, Canada",44.6077493,-63.4705961,none
y,,Shannon Park Elementary School,,"75 Iroquois Dr, Dartmouth, NS B3A 4M5",Carol Anne Larade,464-2084,,,,x,,,HRCE,,clarade@hrce.ca,Adele Hazel,,2024-08-22,Sept 12,,,,,,,"75 Iroquois Dr, Dartmouth,, Nova Scotia B3A 4M5, Canada",44.6837673,-63.602742,recent
,,Shatford Memorial Elementary School,,"10089 St Margarets Bay Rd, Hubbards, NS B0J 1T0",Sarah Wile,857-4200,,,,x,,,HRCE,2025-03-28,swile@hrsb.ca,,,2024-08-22,Sept 12,,,,,,,"10089 St Margarets Bay Rd, Hubbards,, Nova Scotia B0J 1T0, Canada",44.6446293,-64.0497123,none
,,Sir Charles Tupper School,,"1930 Cambridge St, Halifax, NS B3H 4S5",Angela Comeau,421-6775,,,,2024-11-13 0:00:00,,,HRCE,2025-03-28,acomeau@hrce.ca,Andrea Fader,,2024-08-22,Sept 12,,,,,,,"1930 Cambridge St, Halifax,, Nova Scotia B3H 4S5, Canada",44.6426613,-63.6010476,none
,,Smokey Drive Elementary School,,"241 Smokey Dr, Lower Sackville, NS B4C 3G1",Jeannie Miller,864-6838,,,,2024-11-12 0:00:00,,,HRCE,2025-03-28,jean.miller@hrce.ca,Carolyn LeBlanc,,2024-08-22,Sept 12,2025-01-14,,,,,,"241 Smokey Dr, Lower Sackville,, Nova Scotia B4C 3G1, Canada",44.7857637,-63.6870278,none
,,South Woodside Elementary School,,"5 Everette St, Dartmouth, NS B2W 1G2",Divya Haase MacLeod,464-2090,,,,2024-11-13 0:00:00,,,HRCE,2025-03-28,dhaase@hrce.ca,Kimberly Sparks,,2024-08-22,Sept 12,,,,,,,"5 Everette St, Dartmouth,, Nova Scotia B2W 1G2, Canada",44.645384,-63.5412115,recent
,,Springvale Elementary School,,"92 Downs Ave, Halifax, NS B3N 1Y6",Michelle Lamont,479-4606,,,,2024-11-13 0:00:00,,,HRCE,2025-03-28,mlamont@hrce.ca,Laurie Slaunwhite,,2024-08-22,Sept 12,2025-01-14,,,,,,"92 Downs Ave, Halifax,, Nova Scotia B3N 1Y6, Canada",44.6419934,-63.6352989,recent
,,St. Catherine's,,"3299 Connolly St, Halifax, NS B3L 3P7",Stephen Driscoll,493-5143,,,,2024-11-13 0:00:00,,,HRCE,2025-03-28,sdriscoll@hrce.ca,Andrea MacDonald,,2024-08-22,Sept 12,2025-01-14,,,,,,"3299 Connolly St, Halifax,, Nova Scotia B3L 3P7, Canada",44.6561291,-63.6137416,none
